Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Flavin Adenine Dinucleotide Binding (GO:0050660),1/55,0.2046988059,0.2742191551,0,0,4.485772358,7.11540218,NQO2
Protein Serine/Threonine Kinase Activator Activity (GO:0043539),1/56,0.2080084025,0.2760485342,0,0,4.403991131,6.915044716,MLST8
Carboxylic Acid Transmembrane Transporter Activity (GO:0046943),1/59,0.2178557686,0.2843538471,0,0,4.175567704,6.363239684,SLC22A4
GTPase Activator Activity (GO:0005096),2/211,0.2182716151,0.2843538471,0,0,2.328312363,3.543726461,GNAQ;ALDH1A1
UDP-glycosyltransferase Activity (GO:0008194),1/61,0.2243533761,0.2896198127,0,0,4.03597561,6.031898326,UGT2B15
PDZ Domain Binding (GO:0030165),1/62,0.2275821527,0.2911411322,0,0,3.969612155,5.875994556,SLC22A4
L-amino Acid Transmembrane Transporter Activity (GO:0015179),1/63,0.2307976501,0.2926184493,0,0,3.905389457,5.726136408,SLC22A2
Chloride Channel Activity (GO:0005254),1/64,0.2339999224,0.2940529998,0,0,3.843205575,5.58200435,GABRA6
GTPase Regulator Activity (GO:0030695),3/424,0.2577373288,0.3210412341,0,0,1.736579572,2.354479449,P2RY12;GNAQ;ALDH1A1
ATPase Binding (GO:0051117),1/73,0.2622340345,0.3238020252,0,0,3.361280488,4.499134142,ESR1
Ligand-Gated Monoatomic Cation Channel Activity (GO:0099094),1/75,0.2683672694,0.328518554,0,0,3.270105471,4.301492905,KCNH2
Protein Kinase Activator Activity (GO:0030295),1/88,0.3070234387,0.3726267376,0,0,2.779646762,3.282293584,MLST8
Ubiquitin Protein Ligase Binding (GO:0031625),2/271,0.3103761208,0.3735034674,0,0,1.80347882,2.110016879,KCNH2;SCN5A
Hexosyltransferase Activity (GO:0016758),1/96,0.3298015093,0.3935446582,0,0,2.544544288,2.822572118,UGT2B15
Ubiquitin-Like Protein Ligase Binding (GO:0044389),2/289,0.3377977202,0.3997273022,0,0,1.688820063,1.832889965,KCNH2;SCN5A
Cytokine Receptor Binding (GO:0005126),1/100,0.3409115467,0.4000780135,0,0,2.441241685,2.627098856,FKBP1A
Kinase Activity (GO:0016301),1/106,0.357236291,0.4157996174,0,0,2.301045296,2.368599008,MTOR
Nuclear Receptor Binding (GO:0016922),1/115,0.3809772039,0.4398273411,0,0,2.118421053,2.044309655,ESR1
Protein Homodimerization Activity (GO:0042803),3/662,0.5212990521,0.5969714952,0,0,1.095864947,0.7138808426,KCNH2;NQO2;ADRB3
Actin Binding (GO:0003779),1/183,0.5344425964,0.6071267895,0,0,1.322366658,0.8285036397,KCNMA1
Transition Metal Ion Binding (GO:0046914),2/456,0.5675438322,0.6349206003,0,0,1.058519606,0.5995849828,NQO2;DBH
Guanyl-Nucleotide Exchange Factor Activity (GO:0005085),1/203,0.5719444795,0.6349206003,0,0,1.190231828,0.6649984191,P2RY12
Kinase Binding (GO:0019900),2/460,0.5723227947,0.6349206003,0,0,1.049059248,0.5854297381,SCN5A;ESR1
Protein Kinase Binding (GO:0019901),2/511,0.6299397293,0.6934220276,0,0,0.9414732349,0.4350840918,SCN5A;ESR1
"DNA-binding Transcription Repressor Activity, RNA Polymerase II-specific (GO:0001227)",1/243,0.6382213224,0.6942998145,0,0,0.9914835719,0.4452456818,NR1D1
Metal Ion Binding (GO:0046872),2/521,0.640516026,0.6942998145,0,0,0.9228573467,0.41111554,AMY2A;IGFBP3
Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000987),4/1098,0.6749885577,0.7261240545,0,0,0.8711730266,0.3424228689,MGAM;THRA;NR1D1;ESR1
ATP Binding (GO:0005524),1/279,0.6891400616,0.7328616055,0,0,0.8615107914,0.3207497256,KCNJ11
RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000978),4/1122,0.6915736277,0.7328616055,0,0,0.851384706,0.3139784691,MGAM;THRA;NR1D1;ESR1
Adenyl Ribonucleotide Binding (GO:0032559),1/309,0.7261112642,0.7637614779,0,0,0.776409566,0.2484914495,KCNJ11
RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding (GO:0000977),4/1225,0.7560217292,0.7731922814,0,0,0.7752931297,0.2168379837,MGAM;THRA;NR1D1;ESR1
Double-Stranded DNA Binding (GO:0003690),2/650,0.7565973784,0.7731922814,0,0,0.7342249657,0.2047929877,NR1D1;ESR1
Zinc Ion Binding (GO:0008270),1/341,0.7607648519,0.7731922814,0,0,0.7021879484,0.1919999302,NQO2
Protein Serine/Threonine Kinase Activity (GO:0004674),1/342,0.7617748928,0.7731922814,0,0,0.7000929833,0.1904982294,MTOR
Calcium Ion Binding (GO:0005509),1/346,0.7657730971,0.7731922814,0,0,0.6918345705,0.1846294566,AMY2A
"DNA-binding Transcription Activator Activity, RNA Polymerase II-specific (GO:0001228)",1/348,0.7677472653,0.7731922814,0,0,0.6877767625,0.1817757404,ESR1
Sequence-Specific DNA Binding (GO:0043565),2/717,0.8032262039,0.8032262039,0,0,0.6631097298,0.1452998787,NR1D1;ESR1
